amount,quantity,price,stock,age,income,purchased,days_since_signup,days_since_last_purchase,purchase_month,purchase_weekday,gender_encoded,payment_mode_encoded,city_Bengaluru,city_Bhopal,city_Chennai,city_Coimbatore,city_Dehradun,city_Gurgaon,city_Indore,city_Jaipur,city_Kochi,city_Kolkata,city_Lucknow,city_Mumbai,city_Nagpur,city_Noida,city_Patna,city_Pune,city_Surat,city_Vadodara,city_Visakhapatnam,category_Computer,category_Electronics,category_Home,category_Mobile Accessories,category_Wearable,product_name_encoded,income_bin,total_purchases,purchase_per_day,avg_spend_per_purchase,recency_score,income_quantile_bin,frequent_buyer
698.0,2.0,349.0,90.0,42.0,185242.0,1,2042,404,5,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3,2,0.3418217433888345,349.0,0.0024691358024691358,3,0
1199.0,1.0,1199.0,45.0,53.0,217256.0,1,890,187,12,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,3,1,1.347191011235955,1199.0,0.005319148936170213,3,0
3995.0,5.0,799.0,55.0,49.0,194044.0,1,2285,273,9,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3,2,1.7483588621444202,1997.5,0.0036496350364963502,3,0
1798.0,2.0,899.0,60.0,22.0,182185.0,1,976,125,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2,2,1.8422131147540983,899.0,0.007936507936507936,2,0
1198.0,2.0,599.0,80.0,58.0,114388.0,1,1249,411,5,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1,1,0.9591673338670936,1198.0,0.0024271844660194173,1,0
1698.0,2.0,849.0,65.0,58.0,114040.0,1,1501,144,2,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,2,1.1312458361092605,849.0,0.006896551724137931,1,0
3297.0,3.0,1099.0,30.0,53.0,92433.0,1,2242,122,2,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1,3,1.4705619982158786,1099.0,0.008130081300813009,1,1
1299.0,1.0,1299.0,25.0,19.0,71328.0,1,1040,134,2,6,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0,2,1.2490384615384615,649.5,0.007407407407407408,0,0
3996.0,4.0,999.0,40.0,40.860021065413235,108532.0,1,1603,47,5,2,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1,2,2.492825951341235,1998.0,0.020833333333333332,1,0
499.0,1.0,499.0,50.0,18.0,62088.0,1,2029,77,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,1,0.24593395761458847,499.0,0.01282051282051282,0,0
6495.0,5.0,1299.0,25.0,62.0,227227.0,1,935,139,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3,3,6.946524064171123,2165.0,0.007142857142857143,3,1
4796.0,4.0,1199.0,45.0,28.0,225575.0,1,1567,272,10,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,3,2,3.0606253988513084,2398.0,0.003663003663003663,3,0
4245.0,5.0,849.0,65.0,64.0,135598.83057327088,1,1987,413,5,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,1,2.1363865123301458,4245.0,0.0024154589371980675,1,0
849.0,1.0,849.0,65.0,22.0,240375.0,1,1157,499,2,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3,1,0.7337942955920485,849.0,0.002,3,0
499.0,1.0,499.0,50.0,20.0,48375.0,1,1417,385,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,3,0.3521524347212421,166.33333333333334,0.0025906735751295338,0,1
1996.0,4.0,499.0,50.0,36.0,153489.0,1,2096,339,7,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2,2,0.9522900763358778,998.0,0.0029411764705882353,2,0
1598.0,2.0,799.0,55.0,64.0,146895.0,1,1188,266,10,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2,4,1.3451178451178452,399.5,0.003745318352059925,2,1
599.0,1.0,599.0,80.0,48.0,33849.0,1,1913,166,1,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,1,0.31312075274438056,599.0,0.005988023952095809,0,0
2796.0,4.0,699.0,40.0,26.0,227467.0,1,1035,234,11,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2.701449275362319,1398.0,0.00425531914893617,3,0
349.0,1.0,349.0,90.0,29.0,188819.0,1,2351,449,4,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3,1,0.1484474691620587,349.0,0.0022222222222222222,3,0
399.0,1.0,399.0,75.0,61.0,247813.0,1,2120,411,5,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3,1,0.18820754716981133,399.0,0.0024271844660194173,3,0
796.0,4.0,199.0,120.0,34.0,120887.0,1,1625,537,1,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1,2,0.4898461538461538,398.0,0.0018587360594795538,1,0
3596.0,4.0,899.0,60.0,62.0,228522.0,1,1516,411,5,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3,1,2.372031662269129,3596.0,0.0024271844660194173,3,0
5996.0,4.0,1499.0,35.0,19.0,34017.0,1,1898,455,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0,2,3.159114857744995,2998.0,0.0021929824561403508,0,0
2697.0,3.0,899.0,60.0,53.0,114514.0,1,1290,170,1,5,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1,1,2.0906976744186045,2697.0,0.005847953216374269,1,0
6495.0,5.0,1299.0,25.0,54.0,119116.0,1,1862,538,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1,1,3.4881847475832437,6495.0,0.0018552875695732839,1,0
897.0,3.0,299.0,100.0,37.0,148490.0,1,873,328,8,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2,2,1.0274914089347078,448.5,0.00303951367781155,2,0
1745.0,5.0,349.0,90.0,35.0,193900.0,1,1673,93,3,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3,1,1.0430364614465033,1745.0,0.010638297872340425,3,0
1299.0,1.0,1299.0,25.0,40.0,57586.0,1,1397,403,5,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0,1,0.9298496778811739,1299.0,0.0024752475247524753,0,0
4396.0,4.0,1099.0,30.0,19.0,91510.0,1,2183,187,12,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1,1,2.0137425561154374,4396.0,0.005319148936170213,1,0
1698.0,2.0,849.0,65.0,34.0,180774.0,1,1415,293,9,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,4,1.2,424.5,0.003401360544217687,2,1
1598.0,2.0,799.0,55.0,18.0,135599.9865570512,1,1686,16,6,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2,3,0.9478054567022538,532.6666666666666,0.058823529411764705,2,1
4796.0,4.0,1199.0,45.0,43.0,90710.0,1,1415,244,10,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1,1,3.389399293286219,4796.0,0.004081632653061225,1,0
5996.0,4.0,1499.0,35.0,26.0,219657.0,1,1810,151,1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,3,4,3.312707182320442,1499.0,0.006578947368421052,3,1
1995.0,5.0,399.0,75.0,32.0,118791.0,1,1105,474,3,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,1,1.8054298642533937,1995.0,0.002105263157894737,1,0
2997.0,3.0,999.0,40.0,35.0,249763.0,1,1541,411,5,2,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,3,2,1.944841012329656,1498.5,0.0024271844660194173,3,0
1047.0,3.0,349.0,90.0,30.0,187221.0,1,1218,370,6,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3,1,0.8596059113300493,1047.0,0.0026954177897574125,3,0
1299.0,1.0,1299.0,25.0,42.0,88283.0,1,1726,477,3,6,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1,2,0.7526071842410197,649.5,0.0020920502092050207,1,0
1199.0,1.0,1199.0,45.0,39.0,73937.0,1,2352,485,3,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,3,0.5097789115646258,399.6666666666667,0.00205761316872428,0,1
597.0,3.0,199.0,120.0,31.0,168682.0,1,1532,33,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2,3,0.389686684073107,199.0,0.029411764705882353,2,1
1396.0,4.0,349.0,90.0,22.0,226375.0,1,2206,462,3,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3,2,0.6328195829555757,698.0,0.0021598272138228943,3,0
1245.0,5.0,249.0,100.0,29.0,186314.0,1,1075,390,6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,1,1.158139534883721,1245.0,0.0025575447570332483,3,0
799.0,1.0,799.0,55.0,48.0,59345.0,1,1985,23,6,5,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,4,0.4025188916876574,199.75,0.041666666666666664,0,1
3897.0,3.0,1299.0,25.0,25.0,105945.0,1,1772,99,3,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1,2,2.19920993227991,1948.5,0.01,1,0
1398.0,2.0,699.0,40.0,59.0,151866.0,1,2057,458,3,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.6796305298979096,699.0,0.002178649237472767,2,0
3596.0,4.0,899.0,60.0,52.0,45417.0,1,2359,490,2,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,2,1.5243747350572276,1798.0,0.002036659877800407,0,0
899.0,1.0,899.0,60.0,42.0,106872.0,1,2131,406,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1,2,0.4218676677616143,449.5,0.002457002457002457,1,0
1198.0,2.0,599.0,80.0,51.0,199530.0,1,1596,166,1,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3,1,0.7506265664160401,1198.0,0.005988023952095809,3,0
899.0,1.0,899.0,60.0,39.0,35668.0,1,1003,203,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,1,0.8963110667996012,899.0,0.004901960784313725,0,0
2995.0,5.0,599.0,80.0,49.0,114289.0,1,1808,481,3,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1,3,1.6565265486725664,998.3333333333334,0.002074688796680498,1,1
5196.0,4.0,1299.0,25.0,58.0,159887.0,1,1475,80,4,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2,1,3.5227118644067796,5196.0,0.012345679012345678,2,0
2796.0,4.0,699.0,40.0,32.0,241650.0,1,1009,376,6,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2.7710604558969276,2796.0,0.002652519893899204,3,0
599.0,1.0,599.0,80.0,48.0,231974.0,1,2281,428,4,6,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3,1,0.2626041209995616,599.0,0.002331002331002331,3,0
499.0,1.0,499.0,50.0,19.0,155681.0,1,982,534,1,5,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2,2,0.5081466395112016,249.5,0.001869158878504673,2,0
1197.0,3.0,399.0,75.0,46.0,135600.19159965913,1,1417,154,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,3,0.844742413549753,399.0,0.0064516129032258064,2,1
5996.0,4.0,1499.0,35.0,21.0,113596.0,1,894,219,11,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1,3,6.706935123042506,1998.6666666666667,0.004545454545454545,1,1
3297.0,3.0,1099.0,30.0,40.78080708101998,122268.0,1,921,424,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1,2,3.579804560260586,1648.5,0.002352941176470588,1,0
5196.0,4.0,1299.0,25.0,52.0,30869.0,1,1864,257,10,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0,1,2.7875536480686693,5196.0,0.003875968992248062,0,0
849.0,1.0,849.0,65.0,34.0,120887.0,1,1597,79,4,5,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,2,0.5316217908578584,424.5,0.0125,1,0
3597.0,3.0,1199.0,45.0,54.0,125667.0,1,2338,235,11,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,1,1.5384944396920446,3597.0,0.00423728813559322,1,0
5996.0,4.0,1499.0,35.0,29.0,148248.0,1,2167,169,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2,2,2.7669589293954777,2998.0,0.0058823529411764705,2,0
5995.0,5.0,1199.0,45.0,35.0,48990.0,1,1268,295,9,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,3,4.727917981072555,1998.3333333333333,0.0033783783783783786,0,1
349.0,1.0,349.0,90.0,22.0,129303.0,1,961,308,8,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1,1,0.3631633714880333,349.0,0.003236245954692557,1,0
1497.0,3.0,499.0,50.0,28.0,64397.0,1,1347,545,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,1,1.111358574610245,1497.0,0.0018315018315018315,0,0
799.0,1.0,799.0,55.0,52.0,245964.0,1,1351,336,7,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3,2,0.5914137675795706,399.5,0.002967359050445104,3,0
1396.0,4.0,349.0,90.0,40.0,120932.0,1,959,485,3,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1,1,1.4556830031282586,1396.0,0.00205761316872428,1,0
599.0,1.0,599.0,80.0,48.0,59345.0,1,1807,502,2,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,4,0.3314886552296624,149.75,0.0019880715705765406,0,1
